Sağlık Tesisi Adı,Ana Kategori,Alt Kategori,İlçe Adı,Mahalle Adı,ADRES,Latitude,Longitude
Medex Medikal,Sağlık,Medikal,MALTEPE,ÇINAR,Üçlü Sk No:1 ÇINAR/MALTEPE,40.94307,29.113471
Aktiv Optik,Sağlık,Gözlükçü/Optik,FATİH,HOBYAR,Mimar Kemalettin Cd No:9 HOBYAR/FATİH,41.015571,28.974746
Ideal Ecza,Sağlık,Ecza Deposu,ÜMRANİYE,ŞERİFALİ,Turgut Özal Bulvarı ŞERİFALİ/ÜMRANİYE,40.997177,29.153428
Nispetiye Veterinerlik,Sağlık,Veteriner,BEŞİKTAŞ,ETİLER,Ergin Sk No:5 ETİLER/BEŞİKTAŞ,41.082626,29.035456
Magnopere Sağlik,Sağlık,Sağlık Diğer,KADIKÖY,BOSTANCI,Bağdat Cd No:502 BOSTANCI/KADIKÖY,40.955182,29.09085
Impladental Sağlik,Sağlık,Sağlık Diğer,BAHÇELİEVLER,ÇOBANÇEŞME,Gençosman 1 Sk No:2 ÇOBANÇEŞME/BAHÇELİEVLER,41.001151,28.826765
Pastel Veteriner,Sağlık,Veteriner,BEŞİKTAŞ,LEVENT,Safran Sk No:5 LEVENT/BEŞİKTAŞ,41.086901,29.017937
Bil-Med Sağlik,Sağlık,Sağlık Diğer,BAHÇELİEVLER,BAHÇELİEVLER,Çınarlı Sk No:17 BAHÇELİEVLER/BAHÇELİEVLER,41.004467,28.868175
Bumerang Ağiz,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,BAYRAMPAŞA,KOCATEPE,32. Sk No:4 KOCATEPE/BAYRAMPAŞA,41.049164,28.898113
Pelikan Sağlik,Sağlık,Sağlık Diğer,ÜSKÜDAR,BULGURLU,Bağcılar Cd BULGURLU/ÜSKÜDAR,41.018843,29.078813
Odak Medikal,Sağlık,Medikal,AVCILAR,ÜNİVERSİTE,Hilal Sk No:12 ÜNİVERSİTE/AVCILAR,40.99498,28.708432
Cihaner Sağlik,Sağlık,Sağlık Diğer,BAKIRKÖY,ZUHURATBABA,Yüce Tarla Cd No:53 ZUHURATBABA/BAKIRKÖY,40.989191,28.869198
Söz-Ay Medikal,Sağlık,Medikal,GÜNGÖREN,GÜVEN,Erguvan Sk No:27 GÜVEN/GÜNGÖREN,41.011641,28.87363
Esse Dental,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,FATİH,SEYYİD ÖMER,Türkçü Sk No:17 SEYYİD ÖMER/FATİH,41.010392,28.937052
Allergo Ilaç,Sağlık,Medikal,KADIKÖY,FENERYOLU,Fahrettin Kerim Gökay Cd No:144 FENERYOLU/KADIKÖY,40.984039,29.057587
Gözet Veteriner,Sağlık,Veteriner,BÜYÜKÇEKMECE,PINARTEPE,Turgut Özal 1 Cd No:43 PINARTEPE/BÜYÜKÇEKMECE,41.000806,28.614147
Avrasya Rehabilitasyon,Sağlık,Rehabilitasyon ve Aile Danışma Merkezi,GAZİOSMANPAŞA,SARIGÖL,Ordu Cd No:55/-57 SARIGÖL/GAZİOSMANPAŞA,41.058128,28.919085
Sadikoğlu Ecza,Sağlık,Ecza Deposu,ŞİŞLİ,BOZKURT,Baruthane Cd No:29 BOZKURT/ŞİŞLİ,41.050418,28.984467
Doruk Sağlik,Sağlık,Sağlık Diğer,MALTEPE,ZÜMRÜTEVLER,Nil Cd No:26 ZÜMRÜTEVLER/MALTEPE,40.942232,29.148554
Meders Medikal,Sağlık,Medikal,ATAŞEHİR,KÜÇÜKBAKKALKÖY,Kayışdağı Cd No:21/-23a KÜÇÜKBAKKALKÖY/ATAŞEHİR,40.97963,29.105546
Dünya Göz,Sağlık,Göz Merkezi Özel,ÜSKÜDAR,ALTUNİZADE,Mahir İz Cd ALTUNİZADE/ÜSKÜDAR,41.021602,29.038333
Fourdent Sağlik,Sağlık,Sağlık Diğer,MALTEPE,CEVİZLİ,Karakaş Sk No:1 CEVİZLİ/MALTEPE,40.917364,29.143057
Avrasya Rehabilitasyon,Sağlık,Rehabilitasyon ve Aile Danışma Merkezi,GAZİOSMANPAŞA,SARIGÖL,Ordu Cd No:47 SARIGÖL/GAZİOSMANPAŞA,41.058138,28.918678
Smartlab Sağlik,Sağlık,Sağlık Diğer,ÜMRANİYE,ŞERİFALİ,İbrahim Hakkı Sk No:37 ŞERİFALİ/ÜMRANİYE,41.00204,29.148566
Karendental Sağlik,Sağlık,Sağlık Diğer,ATAŞEHİR,KÜÇÜKBAKKALKÖY,Kayışdağı Cd No:137/A KÜÇÜKBAKKALKÖY/ATAŞEHİR,40.978214,29.122993
Mediplus Sağlik,Sağlık,Sağlık Diğer,ESENYURT,MEHTERÇEŞME,Ufuk Cd No:81/C MEHTERÇEŞME/ESENYURT,41.017837,28.660803
Phi Sağlik,Sağlık,Sağlık Diğer,ÜSKÜDAR,BURHANİYE,Kanuni Sultan Süleyman Sk No:30 BURHANİYE/ÜSKÜDAR,41.027379,29.056404
Dipomed Medikal,Sağlık,Medikal,ATAŞEHİR,FERHATPAŞA,5.Sk No:19 FERHATPAŞA/ATAŞEHİR,40.9863,29.175241
Avita Veteriner,Sağlık,Veteriner,ÜMRANİYE,ATAKENT,Alemdağ Cd No:364 ATAKENT/ÜMRANİYE,41.023081,29.112384
Türkdent Medikal,Sağlık,Medikal,KADIKÖY,ERENKÖY,Fırın Sk No:33 ERENKÖY/KADIKÖY,40.973179,29.074355
Form Medikal,Sağlık,Medikal,KADIKÖY,SUADİYE,Kazım Özalp Sk No:10 SUADİYE/KADIKÖY,40.963882,29.077335
Erkay Sağlik,Sağlık,Sağlık Diğer,ÜSKÜDAR,KISIKLI,Bosna Bulvarı No:21 KISIKLI/ÜSKÜDAR,41.027361,29.080807
Toygarli Sağlik,Sağlık,Sağlık Diğer,BEYOĞLU,CİHANGİR,Aslan Yatağı Sk No:17 CİHANGİR/BEYOĞLU,41.03348,28.985482
Magnopere Sağlik,Sağlık,Sağlık Diğer,KADIKÖY,BOSTANCI,Bağdat Cd No:504 BOSTANCI/KADIKÖY,40.95511,29.091025
Sadece Optik,Sağlık,Gözlükçü/Optik,ÜSKÜDAR,ACIBADEM,Acıbadem Cd No:204 ACIBADEM/ÜSKÜDAR,41.011576,29.053154
Menarini Sağlik,Sağlık,Sağlık Diğer,ZEYTİNBURNU,MALTEPE,Davutpaşa Cd No:- MALTEPE/ZEYTİNBURNU,41.021092,28.911317
Smart Optik,Sağlık,Gözlükçü/Optik,ÜMRANİYE,NECİP FAZIL,Alemdağ Cd No:896/A NECİP FAZIL/ÜMRANİYE,41.017586,29.171174
Sanofi Sağlik,Sağlık,Sağlık Diğer,ÇEKMEKÖY,ÇAMLIK,Uludağ Sk No:2 ÇAMLIK/ÇEKMEKÖY,41.014094,29.193698
Acibadem Sağlik,Sağlık,Sağlık Diğer,KADIKÖY,19-May,Begonya Sk No:12 19 MAYIS/KADIKÖY,40.976596,29.093009
Petist Veterinerlik,Sağlık,Veteriner,ÇEKMEKÖY,MİMAR SİNAN,Ethem Sk No:10 MİMAR SİNAN/ÇEKMEKÖY,41.030331,29.173518
Yildiz Ecza,Sağlık,Ecza Deposu,ŞİŞLİ,HALİL RIFAT PAŞA,Dereboyu 1 Sk No:16 HALİL RIFAT PAŞA/ŞİŞLİ,41.05773,28.971525
Didi Sağlik,Sağlık,Sağlık Diğer,MALTEPE,ZÜMRÜTEVLER,Emek Cd No:13 ZÜMRÜTEVLER/MALTEPE,40.935565,29.153043
Medelina Sağlik,Sağlık,Sağlık Diğer,ATAŞEHİR,ÖRNEK,Bakü Sk ÖRNEK/ATAŞEHİR,40.996607,29.074717
Veteran Veteriner,Sağlık,Veteriner,BAĞCILAR,MERKEZ,680. Sk No:23 MERKEZ/BAĞCILAR,41.031729,28.862785
Bade Veterinerlik,Sağlık,Veteriner,KADIKÖY,KOZYATAĞI,Şakacı Sk No:5/B KOZYATAĞI/KADIKÖY,40.971199,29.094751
Beta Sağlik,Sağlık,Sağlık Diğer,ŞİŞLİ,ESKİŞEHİR,Kurtuluş Cd No:143 ESKİŞEHİR/ŞİŞLİ,41.047869,28.980643
Gayamed Ecza,Sağlık,Ecza Deposu,ÇEKMEKÖY,MİMAR SİNAN,Gündoğdu Sk No:69 MİMAR SİNAN/ÇEKMEKÖY,41.033168,29.1742
Eck Sağlik,Sağlık,Sağlık Diğer,FATİH,ŞEHREMİNİ,Deniz Abdal Camii Sk No:23 ŞEHREMİNİ/FATİH,41.014352,28.932066
Gümüş Ortak,Sağlık,Sağlık Diğer,ÇATALCA,KALEİÇİ,Karaağaçlar Sk No:4/A KALEİÇİ/ÇATALCA,41.144613,28.460206
Bil-Med Sağlik,Sağlık,Sağlık Diğer,BAHÇELİEVLER,BAHÇELİEVLER,Adnan Kahveci Bulvar Cd No:61 BAHÇELİEVLER/BAHÇELİEVLER,41.004026,28.867445
Medworkt Sağlik,Sağlık,Sağlık Diğer,ŞİŞLİ,CUMHURİYET,Nakiye Elgün Sk No:41 CUMHURİYET/ŞİŞLİ,41.055285,28.986104
Kaaner Sağlik,Sağlık,Sağlık Diğer,KÜÇÜKÇEKMECE,HALKALI MERKEZ,Birgül Sk No:2 HALKALI MERKEZ/KÜÇÜKÇEKMECE,41.034234,28.794418
Deva Medikal,Sağlık,Medikal,PENDİK,DOĞU,Papatya Sk No:15 DOĞU/PENDİK,40.87883,29.236935
Yonca Sağlik,Sağlık,Sağlık Diğer,BEYLİKDÜZÜ,YAKUPLU,67.Sk No:4 YAKUPLU/BEYLİKDÜZÜ,41.006009,28.662376
Aslantürk Sağlik,Sağlık,Sağlık Diğer,BÜYÜKÇEKMECE,DİZDARİYE,Enverpaşa Cd No:5 DİZDARİYE/BÜYÜKÇEKMECE,41.020238,28.579132
Mavi Dental,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,GAZİOSMANPAŞA,FEVZİ ÇAKMAK,Efe Mehmet Sk No:30 FEVZİ ÇAKMAK/GAZİOSMANPAŞA,41.071858,28.902463
Hacettepe Ecza,Sağlık,Ecza Deposu,MALTEPE,CEVİZLİ,20 Temmuz Cd No:37 CEVİZLİ/MALTEPE,40.921167,29.150429
Hazar Ilaç,Sağlık,Medikal,PENDİK,VELİBABA,Narin Sk No:6 VELİBABA/PENDİK,40.897728,29.265001
Odak Medikal,Sağlık,Medikal,AVCILAR,ÜNİVERSİTE,Hilal Sk No:6 ÜNİVERSİTE/AVCILAR,40.994741,28.708833
Mu Sağlik,Sağlık,Sağlık Diğer,SANCAKTEPE,ABDURRAHMANGAZİ,Atayolu Cd No:20 ABDURRAHMANGAZİ/SANCAKTEPE,40.985798,29.228862
Tepedent Ağiz,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,BAHÇELİEVLER,YENİBOSNA MERKEZ,Şehit Atakan Yılmaz Sk No:2 YENİBOSNA MERKEZ/BAHÇELİEVLER,41.0123,28.821267
Sky Estetik Sağlik,Sağlık,Sağlık Diğer,BAHÇELİEVLER,SOĞANLI, SOĞANLI/BAHÇELİEVLER,41.006533,28.857938
Dp Dentplus Ağiz,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,BAHÇELİEVLER,SOĞANLI, SOĞANLI/BAHÇELİEVLER,41.007598,28.849238
Küçükyali Sahrayicedid Sağlik,Sağlık,Sağlık Diğer,KADIKÖY,SAHRAYICEDİT, SAHRAYICEDİT/KADIKÖY,40.981098,29.07898
Avrasya Diş Sağlik,Sağlık,Sağlık Diğer,ARNAVUTKÖY,MUSTAFA KEMAL PAŞA, MUSTAFA KEMAL PAŞA/ARNAVUTKÖY,41.189927,28.735647
Arnavutköy Acil Sağlik,Sağlık,Sağlık Diğer,ARNAVUTKÖY,HİCRET, HİCRET/ARNAVUTKÖY,41.199997,28.763217
Özel Akkonak Rehabilitasyon,Sağlık,Rehabilitasyon ve Aile Danışma Merkezi,ARNAVUTKÖY,MAREŞAL FEVZİ ÇAKMAK, MAREŞAL FEVZİ ÇAKMAK/ARNAVUTKÖY,41.19866,28.72306
Medijet itriyat Sağlik,Sağlık,Sağlık Diğer,BAĞCILAR,BARBAROS, BARBAROS/BAĞCILAR,41.02529,28.839848
Güneşli Park Veteriner,Sağlık,Veteriner,BAĞCILAR,GÜNEŞLİ, GÜNEŞLİ/BAĞCILAR,41.031072,28.830091
Pharma Dor ilaç,Sağlık,Medikal,MALTEPE,CEVİZLİ, CEVİZLİ/MALTEPE,40.921071,29.157103
Mataş Maltepe Sağlik,Sağlık,Sağlık Diğer,MALTEPE,ALTAYÇEŞME, ALTAYÇEŞME/MALTEPE,40.931661,29.131992
Terapi Ortopedi Medikal,Sağlık,Medikal,MALTEPE,CEVİZLİ, CEVİZLİ/MALTEPE,40.917267,29.146363
Dent Diamond Sağlik,Sağlık,Sağlık Diğer,MALTEPE,ALTINTEPE, ALTINTEPE/MALTEPE,40.951667,29.101543
Yildirim Diş Protez,Sağlık,Protez Ortez Yapım ve Uygulama Merkezi Özel,KADIKÖY,EĞİTİM, EĞİTİM/KADIKÖY,40.993105,29.042144
Mini Kulup Sağlik,Sağlık,Sağlık Diğer,KADIKÖY,ERENKÖY, ERENKÖY/KADIKÖY,40.971472,29.068591
Sihirli Gülücükler Sağlik,Sağlık,Sağlık Diğer,KADIKÖY,SUADİYE, SUADİYE/KADIKÖY,40.962318,29.077582
Life Med Sağlik,Sağlık,Sağlık Diğer,KARTAL,YUNUS, YUNUS/KARTAL,40.889254,29.213929
Mega Asya Ağiz,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,ATAŞEHİR,İÇERENKÖY, İÇERENKÖY/ATAŞEHİR,40.969055,29.115414
Hm Lake Sağlik,Sağlık,Sağlık Diğer,BAĞCILAR,GÜNEŞLİ, GÜNEŞLİ/BAĞCILAR,41.031684,28.826722
Estetica Dentall Sağlik,Sağlık,Sağlık Diğer,BAĞCILAR,YILDIZTEPE, YILDIZTEPE/BAĞCILAR,41.022712,28.856501
Cardimed Asia Medikal,Sağlık,Medikal,MALTEPE,CEVİZLİ, CEVİZLİ/MALTEPE,40.923788,29.151864
Marmara Zeymed Medikal,Sağlık,Medikal,PENDİK,FEVZİ ÇAKMAK, FEVZİ ÇAKMAK/PENDİK,40.886811,29.259591
ilgi Avrasya Rehabilitasyon,Sağlık,Rehabilitasyon ve Aile Danışma Merkezi,KAĞITHANE,ÇAĞLAYAN, ÇAĞLAYAN/KAĞITHANE,41.080099,28.985641
Medi Prime Sağlik,Sağlık,Sağlık Diğer,ATAŞEHİR,İNÖNÜ, İNÖNÜ/ATAŞEHİR,40.977349,29.145729
Çevre Ve Sağlik,Sağlık,Sağlık Diğer,ATAŞEHİR,İÇERENKÖY, İÇERENKÖY/ATAŞEHİR,40.97576,29.12224
Y Özgür Medikal,Sağlık,Medikal,BAĞCILAR,MAHMUTBEY, MAHMUTBEY/BAĞCILAR,41.046017,28.825586
Birikim Eğt.Öğr.Ve Sağlik,Sağlık,Sağlık Diğer,PENDİK,KAYNARCA, KAYNARCA/PENDİK,40.875689,29.24939
Alp Ilgaz Sağlik,Sağlık,Sağlık Diğer,PENDİK,ŞEYHLİ, ŞEYHLİ/PENDİK,40.906907,29.283711
Tek Er Medikal,Sağlık,Medikal,BAŞAKŞEHİR,İKİTELLİ OSB, İKİTELLİ OSB/BAŞAKŞEHİR,41.098555,28.798249
Vetlife Başakşehir Veteriner,Sağlık,Veteriner,BAŞAKŞEHİR,KAYABAŞI, KAYABAŞI/BAŞAKŞEHİR,41.122474,28.779504
Gis Estetik Ağiz,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,ATAŞEHİR,İÇERENKÖY, İÇERENKÖY/ATAŞEHİR,40.972151,29.115241
Özel Görsev Ağiz,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,BAĞCILAR,DEMİRKAPI, DEMİRKAPI/BAĞCILAR,41.047531,28.843766
Başakşehir Fizyoterapi Rehabilitasyon,Sağlık,Rehabilitasyon ve Aile Danışma Merkezi,BAŞAKŞEHİR,KAYABAŞI, KAYABAŞI/BAŞAKŞEHİR,41.133663,28.774139
Başakşehir Fizyoterapi Rehabilitasyon,Sağlık,Rehabilitasyon ve Aile Danışma Merkezi,BAŞAKŞEHİR,KAYABAŞI, KAYABAŞI/BAŞAKŞEHİR,41.133695,28.774215
Kuzey Yaka Ağiz,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,BAŞAKŞEHİR,KAYABAŞI, KAYABAŞI/BAŞAKŞEHİR,41.118122,28.769151
Pendik Lazer Ağiz,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,PENDİK,YENİ, YENİ/PENDİK,40.880258,29.231676
Tadawi international Sağlik,Sağlık,Sağlık Diğer,AVCILAR,ÜNİVERSİTE, ÜNİVERSİTE/AVCILAR,40.993214,28.710206
Cihad Tatar Sağlik,Sağlık,Sağlık Diğer,BAKIRKÖY,ZUHURATBABA, ZUHURATBABA/BAKIRKÖY,40.989085,28.8696
Novin Ariana Sağlik,Sağlık,Sağlık Diğer,BAKIRKÖY,ATAKÖY 7-8-9-10. KISIM, ATAKÖY 7-8-9-10. KISIM/BAKIRKÖY,40.992157,28.826954
Artun Belgelendirme Laboratuvar,Sağlık,Laboratuvar Özel,SULTANBEYLİ,ABDURRAHMANGAZİ, ABDURRAHMANGAZİ/SULTANBEYLİ,40.969532,29.260228
Ardi Farma ilaç,Sağlık,Medikal,PENDİK,KURTKÖY, KURTKÖY/PENDİK,40.916321,29.303168
Özel istanbul Aile,Sağlık,Ağız Diş Sağlığı Merkezi,SANCAKTEPE,OSMANGAZİ, OSMANGAZİ/SANCAKTEPE,40.984004,29.231664
Dilek Akgül Sağlik,Sağlık,Sağlık Diğer,SİLİVRİ,ORTAKÖY, ORTAKÖY/SİLİVRİ,41.081214,28.365169
Menta Pharma ilaç,Sağlık,Medikal,TUZLA,ORTA, ORTA/TUZLA,40.885203,29.378939
Fito Farma ilaç,Sağlık,Medikal,BAŞAKŞEHİR,İKİTELLİ OSB, İKİTELLİ OSB/BAŞAKŞEHİR,41.096131,28.799746
Derin Gözlük Medikal,Sağlık,Medikal,BAŞAKŞEHİR,İKİTELLİ OSB, İKİTELLİ OSB/BAŞAKŞEHİR,41.096131,28.799746
Welfar Central ilaç,Sağlık,Medikal,ATAŞEHİR,İÇERENKÖY, İÇERENKÖY/ATAŞEHİR,40.972129,29.103171
Turkiye Cumhuriyeti Devlet,Sağlık,Devlet Hastanesi,BAKIRKÖY,YENİMAHALLE, YENİMAHALLE/BAKIRKÖY,40.981948,28.884346
Grup Vet Veteriner,Sağlık,Veteriner,BAKIRKÖY,YEŞİLKÖY, YEŞİLKÖY/BAKIRKÖY,40.96027,28.812839
Plan B Laboratuvar,Sağlık,Laboratuvar Özel,TUZLA,EVLİYA ÇELEBİ, EVLİYA ÇELEBİ/TUZLA,40.836432,29.305801
Çatalca Yilmaz Optik,Sağlık,Gözlükçü/Optik,ÇATALCA,FERHATPAŞA, FERHATPAŞA/ÇATALCA,41.142893,28.460005
Özel Altigen Ağiz,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,AVCILAR,TAHTAKALE, TAHTAKALE/AVCILAR,41.056762,28.717723
Özel Deha Sağlik,Sağlık,Sağlık Diğer,ÜMRANİYE,TANTAVİ, TANTAVİ/ÜMRANİYE,41.025074,29.084546
Meta istanbul Medikal,Sağlık,Medikal,BEYLİKDÜZÜ,KAVAKLI, KAVAKLI/BEYLİKDÜZÜ,40.980729,28.638479
Menta Pharma ilaç,Sağlık,Medikal,TUZLA,ORTA, ORTA/TUZLA,40.885203,29.378939
Seha Dent Ağiz,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,ZEYTİNBURNU,MERKEZEFENDİ, MERKEZEFENDİ/ZEYTİNBURNU,41.012581,28.909929
Fm Akdağ Sağlik,Sağlık,Sağlık Diğer,ARNAVUTKÖY,HADIMKÖY, HADIMKÖY/ARNAVUTKÖY,41.157732,28.627232
Maya Clinic Sağlik,Sağlık,Sağlık Diğer,BAKIRKÖY,OSMANİYE, OSMANİYE/BAKIRKÖY,40.995219,28.875482
Bati Pharma ilaç,Sağlık,Medikal,ÇEKMEKÖY,MİMAR SİNAN, MİMAR SİNAN/ÇEKMEKÖY,41.030986,29.188825
Pharma Nadin ilaç,Sağlık,Medikal,ÇEKMEKÖY,EKŞİOĞLU, EKŞİOĞLU/ÇEKMEKÖY,41.035734,29.234938
Unirad Medical Sağlik,Sağlık,Sağlık Diğer,ATAŞEHİR,KÜÇÜKBAKKALKÖY, KÜÇÜKBAKKALKÖY/ATAŞEHİR,40.981816,29.10801
istanbul Memorial Sağlik,Sağlık,Sağlık Diğer,ATAŞEHİR,KÜÇÜKBAKKALKÖY, KÜÇÜKBAKKALKÖY/ATAŞEHİR,40.978751,29.116564
Elmas Dent Ağiz,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,BAYRAMPAŞA,KOCATEPE, KOCATEPE/BAYRAMPAŞA,41.049517,28.896744
Tayen Health Laboratuvar,Sağlık,Laboratuvar Özel,ÜMRANİYE,ŞERİFALİ, ŞERİFALİ/ÜMRANİYE,41.003512,29.147305
Onat Ortopedi Rehabilitasyon,Sağlık,Rehabilitasyon ve Aile Danışma Merkezi,ÜSKÜDAR,BARBAROS, BARBAROS/ÜSKÜDAR,41.010752,29.026034
Kaya Ozon Sağlik,Sağlık,Sağlık Diğer,ÜMRANİYE,ALTINŞEHİR, ALTINŞEHİR/ÜMRANİYE,41.012331,29.148821
Özel Dentales Ağiz,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,AVCILAR,MUSTAFA KEMALPAŞA, MUSTAFA KEMALPAŞA/AVCILAR,41.00375,28.701046
4 Pati Veteriner,Sağlık,Veteriner,BÜYÜKÇEKMECE,GÜZELCE, GÜZELCE/BÜYÜKÇEKMECE,41.005081,28.513399
Hayat Ağaci Ağiz,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,BÜYÜKÇEKMECE,EKİNOBA, EKİNOBA/BÜYÜKÇEKMECE,41.007048,28.540352
Dent Esteline Ağiz,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,ÜSKÜDAR,BAHÇELİEVLER, BAHÇELİEVLER/ÜSKÜDAR,41.051054,29.076712
Özel Klasdent Ağiz,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,ESENYURT,OSMANGAZİ, OSMANGAZİ/ESENYURT,41.039856,28.645764
Özeller Saat Optik,Sağlık,Gözlükçü/Optik,ESENYURT,SULTANİYE, SULTANİYE/ESENYURT,41.033807,28.682991
Abdi ibrahim ilaç,Sağlık,Medikal,ESENYURT,ORHAN GAZİ, ORHAN GAZİ/ESENYURT,41.090962,28.640197
Avrupa Hastanesi Sağlik,Sağlık,Sağlık Diğer,ESENYURT,İNÖNÜ, İNÖNÜ/ESENYURT,41.025686,28.685073
Global Osgb Ortak,Sağlık,Sağlık Diğer,ÜMRANİYE,İNKILAP, İNKILAP/ÜMRANİYE,41.036529,29.112155
Tmk Esen Sağlik,Sağlık,Sağlık Diğer,ÜMRANİYE,IHLAMURKUYU, IHLAMURKUYU/ÜMRANİYE,41.018184,29.133535
Bayrampaşa Dentekip Ağiz,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,BAYRAMPAŞA,İSMET PAŞA, İSMET PAŞA/BAYRAMPAŞA,41.04512,28.906388
Özel Diamand Ağiz,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,ARNAVUTKÖY,MAVİGÖL, MAVİGÖL/ARNAVUTKÖY,41.201195,28.764881
Özel Huzur Sağlik,Sağlık,Sağlık Diğer,ESENYURT,BALIKYOLU, BALIKYOLU/ESENYURT,41.032093,28.690546
Mg Sari Sağlik,Sağlık,Sağlık Diğer,BAHÇELİEVLER,CUMHURİYET, CUMHURİYET/BAHÇELİEVLER,41.015144,28.854487
The Mossi Sağlik,Sağlık,Sağlık Diğer,KÜÇÜKÇEKMECE,KÜÇÜKÇEKMECE İKİTELLİOSB, KÜÇÜKÇEKMECE İKİTELLİOSB/KÜÇÜKÇEKMECE,41.061789,28.794627
The Mossi Sağlik,Sağlık,Sağlık Diğer,KÜÇÜKÇEKMECE,KÜÇÜKÇEKMECE İKİTELLİOSB, KÜÇÜKÇEKMECE İKİTELLİOSB/KÜÇÜKÇEKMECE,41.061821,28.794612
Bayek Tedavi Sağlik,Sağlık,Sağlık Diğer,ATAŞEHİR,İÇERENKÖY, İÇERENKÖY/ATAŞEHİR,40.966998,29.110251
Özel Türkmen Sağlik,Sağlık,Sağlık Diğer,KADIKÖY,FENERBAHÇE, FENERBAHÇE/KADIKÖY,40.980644,29.041346
Lale Estetik Sağlik,Sağlık,Sağlık Diğer,KADIKÖY,FENERBAHÇE, FENERBAHÇE/KADIKÖY,40.974638,29.045117
Promed Fitness Sağlik,Sağlık,Sağlık Diğer,AVCILAR,TAHTAKALE, TAHTAKALE/AVCILAR,41.061401,28.714011
Gh Yildiz ilaç,Sağlık,Medikal,ARNAVUTKÖY,HADIMKÖY, HADIMKÖY/ARNAVUTKÖY,41.148113,28.642925
Yeni inci Dental,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,BAĞCILAR,GÖZTEPE, GÖZTEPE/BAĞCILAR,41.055409,28.830986
Ankapharma Ecza,Sağlık,Ecza Deposu,ÜMRANİYE,YUKARI DUDULLU, YUKARI DUDULLU/ÜMRANİYE,41.007752,29.156456
Dentavira Sağlik,Sağlık,Sağlık Diğer,ÜMRANİYE,ATAKENT, ATAKENT/ÜMRANİYE,41.022975,29.107109
Terra ilaç,Sağlık,Medikal,ÜMRANİYE,İNKILAP, İNKILAP/ÜMRANİYE,41.031748,29.108104
Atlaslens Optik,Sağlık,Gözlükçü/Optik,BÜYÜKÇEKMECE,CUMHURİYET, CUMHURİYET/BÜYÜKÇEKMECE,41.020015,28.6276
Ds Ağiz,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,BAKIRKÖY,OSMANİYE, OSMANİYE/BAKIRKÖY,40.995422,28.875076
Hür-Med Sağlik,Sağlık,Sağlık Diğer,BAKIRKÖY,KARTALTEPE, KARTALTEPE/BAKIRKÖY,40.990437,28.870923
Kivanç Medikal,Sağlık,Medikal,BAYRAMPAŞA,YILDIRIM, YILDIRIM/BAYRAMPAŞA,41.067199,28.895978
Fam Medikal,Sağlık,Medikal,BAĞCILAR,MERKEZ, MERKEZ/BAĞCILAR,41.033665,28.862271
i.B.B. Sağlik,Sağlık,Sağlık Diğer,BAHÇELİEVLER,YENİBOSNA MERKEZ, YENİBOSNA MERKEZ/BAHÇELİEVLER,41.01412,28.829736
St Sağlik,Sağlık,Sağlık Diğer,BAŞAKŞEHİR,İKİTELLİ OSB, İKİTELLİ OSB/BAŞAKŞEHİR,41.079416,28.807911
Su Rehabilitasyon,Sağlık,Rehabilitasyon ve Aile Danışma Merkezi,BEYLİKDÜZÜ,GÜRPINAR, GÜRPINAR/BEYLİKDÜZÜ,40.991937,28.607456
Özden Dental,Sağlık,Özel Ağız ve Diş Sağlığı Merkezleri,FATİH,MOLLA GÜRANİ, MOLLA GÜRANİ/FATİH,41.013822,28.938865
Onur Protez,Sağlık,Protez Ortez Yapım ve Uygulama Merkezi Özel,FATİH,HASEKİ SULTAN, HASEKİ SULTAN/FATİH,41.00766,28.943495
Kefeli-Dekorsell Ortak,Sağlık,Sağlık Diğer,ATAŞEHİR,ATATÜRK, ATATÜRK/ATAŞEHİR,40.994316,29.123373
Acil Sağlik,Sağlık,Sağlık Diğer,ARNAVUTKÖY,TAYAKADIN, TAYAKADIN/ARNAVUTKÖY,41.265547,28.687943
